uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,65
ES,OUTRAS,VIA_PUBLICA,"70 - 79",F,9
ES,OUTRAS,VIA_PUBLICA,"70 - 79",M,22
ES,COVID,DOMICILIO,"70 - 79",F,15
ES,COVID,DOMICILIO,"70 - 79",M,14
ES,COVID,HOSPITAL,"70 - 79",F,529
ES,COVID,HOSPITAL,"70 - 79",I,1
ES,COVID,HOSPITAL,"70 - 79",M,788
ES,COVID,OUTRO,"70 - 79",M,1
ES,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,11
ES,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,14
ES,COVID,VIA_PUBLICA,"70 - 79",M,2
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,33
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,51
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,76
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,111
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,3
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,1
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,2
ES,PNEUMONIA,DOMICILIO,"70 - 79",F,27
ES,PNEUMONIA,DOMICILIO,"70 - 79",M,49
ES,PNEUMONIA,HOSPITAL,"70 - 79",F,273
ES,PNEUMONIA,HOSPITAL,"70 - 79",M,416
ES,PNEUMONIA,OUTRO,"70 - 79",F,1
ES,PNEUMONIA,OUTRO,"70 - 79",M,7
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,13
ES,PNEUMONIA,POSTO_SAUDE,"70 - 79",F,1
ES,SEPTICEMIA,DOMICILIO,"70 - 79",F,17
ES,SEPTICEMIA,DOMICILIO,"70 - 79",M,16
ES,SEPTICEMIA,HOSPITAL,"70 - 79",F,344
ES,SEPTICEMIA,HOSPITAL,"70 - 79",M,357
ES,SEPTICEMIA,IGNORADO,"70 - 79",M,1
ES,SEPTICEMIA,OUTRO,"70 - 79",F,2
ES,SEPTICEMIA,OUTRO,"70 - 79",M,3
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,8
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
ES,SRAG,DOMICILIO,"70 - 79",M,2
ES,SRAG,HOSPITAL,"70 - 79",F,19
ES,SRAG,HOSPITAL,"70 - 79",M,45
ES,SRAG,OUTRO,"70 - 79",M,1
GO,OUTRAS,AMBULANCIA,"70 - 79",M,1
GO,OUTRAS,DOMICILIO,"70 - 79",F,407
GO,OUTRAS,DOMICILIO,"70 - 79",M,610
GO,OUTRAS,HOSPITAL,"70 - 79",F,679
GO,OUTRAS,HOSPITAL,"70 - 79",M,908
GO,OUTRAS,IGNORADO,"70 - 79",F,35
GO,OUTRAS,IGNORADO,"70 - 79",M,61
GO,OUTRAS,OUTRO,"70 - 79",F,77
GO,OUTRAS,OUTRO,"70 - 79",M,138
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,149
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,178
GO,OUTRAS,VIA_PUBLICA,"70 - 79",F,8
GO,OUTRAS,VIA_PUBLICA,"70 - 79",M,32
GO,COVID,DOMICILIO,"70 - 79",F,13
GO,COVID,DOMICILIO,"70 - 79",M,25
GO,COVID,HOSPITAL,"70 - 79",F,683
GO,COVID,HOSPITAL,"70 - 79",M,1008
GO,COVID,IGNORADO,"70 - 79",F,6
GO,COVID,IGNORADO,"70 - 79",M,8
GO,COVID,OUTRO,"70 - 79",F,1
GO,COVID,OUTRO,"70 - 79",M,12
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,65
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,98
GO,COVID,VIA_PUBLICA,"70 - 79",M,3
GO,INDETERMINADA,DOMICILIO,"70 - 79",F,4
GO,INDETERMINADA,DOMICILIO,"70 - 79",M,8
GO,INDETERMINADA,HOSPITAL,"70 - 79",F,1
GO,INDETERMINADA,HOSPITAL,"70 - 79",M,1
GO,INDETERMINADA,OUTRO,"70 - 79",F,4
GO,INDETERMINADA,OUTRO,"70 - 79",M,5
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,60
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,88
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,232
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,274
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,8
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,16
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,4
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,15
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,30
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,46
GO,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",M,1
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,2
GO,PNEUMONIA,DOMICILIO,"70 - 79",F,34
GO,PNEUMONIA,DOMICILIO,"70 - 79",M,33
GO,PNEUMONIA,HOSPITAL,"70 - 79",F,509
GO,PNEUMONIA,HOSPITAL,"70 - 79",M,646
GO,PNEUMONIA,IGNORADO,"70 - 79",F,9
GO,PNEUMONIA,IGNORADO,"70 - 79",M,12
GO,PNEUMONIA,OUTRO,"70 - 79",F,6
GO,PNEUMONIA,OUTRO,"70 - 79",M,10
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,55
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,59
GO,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,2
GO,SEPTICEMIA,DOMICILIO,"70 - 79",F,15
GO,SEPTICEMIA,DOMICILIO,"70 - 79",M,22
GO,SEPTICEMIA,HOSPITAL,"70 - 79",F,372
GO,SEPTICEMIA,HOSPITAL,"70 - 79",I,1
GO,SEPTICEMIA,HOSPITAL,"70 - 79",M,414
GO,SEPTICEMIA,IGNORADO,"70 - 79",F,7
GO,SEPTICEMIA,IGNORADO,"70 - 79",M,7
GO,SEPTICEMIA,OUTRO,"70 - 79",F,5
GO,SEPTICEMIA,OUTRO,"70 - 79",M,5
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,50
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,40
GO,SRAG,DOMICILIO,"70 - 79",M,1
GO,SRAG,HOSPITAL,"70 - 79",F,23
GO,SRAG,HOSPITAL,"70 - 79",M,26
GO,SRAG,IGNORADO,"70 - 79",M,1
GO,SRAG,OUTRO,"70 - 79",F,1
GO,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
GO,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
MA,OUTRAS,AMBULANCIA,"70 - 79",F,1
MA,OUTRAS,AMBULANCIA,"70 - 79",M,5
MA,OUTRAS,DOMICILIO,"70 - 79",F,445
MA,OUTRAS,DOMICILIO,"70 - 79",I,1
MA,OUTRAS,DOMICILIO,"70 - 79",M,833
MA,OUTRAS,HOSPITAL,"70 - 79",F,627
MA,OUTRAS,HOSPITAL,"70 - 79",M,909
MA,OUTRAS,IGNORADO,"70 - 79",F,10
MA,OUTRAS,IGNORADO,"70 - 79",M,5
MA,OUTRAS,OUTRO,"70 - 79",F,40
MA,OUTRAS,OUTRO,"70 - 79",M,62
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,9
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,23
MA,OUTRAS,POSTO_SAUDE,"70 - 79",F,1
MA,OUTRAS,POSTO_SAUDE,"70 - 79",M,3
MA,OUTRAS,VIA_PUBLICA,"70 - 79",F,5
MA,OUTRAS,VIA_PUBLICA,"70 - 79",M,21
MA,COVID,AMBULANCIA,"70 - 79",M,1
MA,COVID,DOMICILIO,"70 - 79",F,9
MA,COVID,DOMICILIO,"70 - 79",M,18
MA,COVID,HOSPITAL,"70 - 79",F,248
MA,COVID,HOSPITAL,"70 - 79",M,485
MA,COVID,IGNORADO,"70 - 79",F,1
MA,COVID,IGNORADO,"70 - 79",M,7
MA,COVID,OUTRO,"70 - 79",F,5
MA,COVID,OUTRO,"70 - 79",M,13
MA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
MA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,9
MA,COVID,POSTO_SAUDE,"70 - 79",M,1
MA,COVID,VIA_PUBLICA,"70 - 79",F,4
MA,COVID,VIA_PUBLICA,"70 - 79",M,1
MA,INDETERMINADA,DOMICILIO,"70 - 79",M,8
MA,INDETERMINADA,HOSPITAL,"70 - 79",F,10
MA,INDETERMINADA,HOSPITAL,"70 - 79",M,14
MA,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,1
MA,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"70 - 79",M,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,42
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,86
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,157
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,208
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,2
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,2
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,10
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,2
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
MA,PNEUMONIA,DOMICILIO,"70 - 79",F,21
MA,PNEUMONIA,DOMICILIO,"70 - 79",I,1
MA,PNEUMONIA,DOMICILIO,"70 - 79",M,29
MA,PNEUMONIA,HOSPITAL,"70 - 79",F,177
MA,PNEUMONIA,HOSPITAL,"70 - 79",M,259
MA,PNEUMONIA,IGNORADO,"70 - 79",F,4
MA,PNEUMONIA,OUTRO,"70 - 79",F,3
MA,PNEUMONIA,OUTRO,"70 - 79",M,4
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
MA,SEPTICEMIA,DOMICILIO,"70 - 79",F,18
MA,SEPTICEMIA,DOMICILIO,"70 - 79",M,20
MA,SEPTICEMIA,HOSPITAL,"70 - 79",F,140
MA,SEPTICEMIA,HOSPITAL,"70 - 79",M,170
MA,SEPTICEMIA,IGNORADO,"70 - 79",F,3
MA,SEPTICEMIA,IGNORADO,"70 - 79",M,3
MA,SEPTICEMIA,OUTRO,"70 - 79",F,2
MA,SEPTICEMIA,OUTRO,"70 - 79",M,1
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
MA,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,1
MA,SRAG,DOMICILIO,"70 - 79",F,4
MA,SRAG,DOMICILIO,"70 - 79",M,10
MA,SRAG,HOSPITAL,"70 - 79",F,61
MA,SRAG,HOSPITAL,"70 - 79",M,119
MA,SRAG,IGNORADO,"70 - 79",M,1
MA,SRAG,OUTRO,"70 - 79",F,1
MA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
MG,OUTRAS,DOMICILIO,"70 - 79",F,1989
MG,OUTRAS,DOMICILIO,"70 - 79",I,1
MG,OUTRAS,DOMICILIO,"70 - 79",M,2718
MG,OUTRAS,HOSPITAL,"70 - 79",F,3656
MG,OUTRAS,HOSPITAL,"70 - 79",M,4529
MG,OUTRAS,IGNORADO,"70 - 79",F,161
MG,OUTRAS,IGNORADO,"70 - 79",M,186
MG,OUTRAS,OUTRO,"70 - 79",F,130
MG,OUTRAS,OUTRO,"70 - 79",M,216
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,480
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,598
MG,OUTRAS,POSTO_SAUDE,"70 - 79",F,1
MG,OUTRAS,POSTO_SAUDE,"70 - 79",M,1
MG,OUTRAS,VIA_PUBLICA,"70 - 79",F,36
MG,OUTRAS,VIA_PUBLICA,"70 - 79",M,102
MG,COVID,DOMICILIO,"70 - 79",F,31
MG,COVID,DOMICILIO,"70 - 79",M,36
MG,COVID,HOSPITAL,"70 - 79",F,1385
MG,COVID,HOSPITAL,"70 - 79",M,1889
MG,COVID,IGNORADO,"70 - 79",F,26
MG,COVID,IGNORADO,"70 - 79",M,41
MG,COVID,OUTRO,"70 - 79",F,5
MG,COVID,OUTRO,"70 - 79",M,8
MG,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,71
MG,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,77
MG,COVID,VIA_PUBLICA,"70 - 79",F,1
MG,COVID,VIA_PUBLICA,"70 - 79",M,2
MG,INDETERMINADA,DOMICILIO,"70 - 79",F,74
MG,INDETERMINADA,DOMICILIO,"70 - 79",M,135
MG,INDETERMINADA,HOSPITAL,"70 - 79",F,37
MG,INDETERMINADA,HOSPITAL,"70 - 79",I,1
MG,INDETERMINADA,HOSPITAL,"70 - 79",M,40
MG,INDETERMINADA,IGNORADO,"70 - 79",F,10
MG,INDETERMINADA,IGNORADO,"70 - 79",M,17
MG,INDETERMINADA,OUTRO,"70 - 79",F,4
MG,INDETERMINADA,OUTRO,"70 - 79",M,14
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,11
MG,INDETERMINADA,VIA_PUBLICA,"70 - 79",F,1
MG,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,6
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,145
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,197
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,733
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,929
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,19
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,23
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,8
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,16
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,71
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,100
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,6
MG,PNEUMONIA,DOMICILIO,"70 - 79",F,65
MG,PNEUMONIA,DOMICILIO,"70 - 79",M,94
MG,PNEUMONIA,HOSPITAL,"70 - 79",F,1484
MG,PNEUMONIA,HOSPITAL,"70 - 79",M,2029
MG,PNEUMONIA,IGNORADO,"70 - 79",F,29
MG,PNEUMONIA,IGNORADO,"70 - 79",M,35
MG,PNEUMONIA,OUTRO,"70 - 79",F,6
MG,PNEUMONIA,OUTRO,"70 - 79",M,16
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,81
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,92
MG,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,2
MG,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,2
MG,SEPTICEMIA,DOMICILIO,"70 - 79",F,32
MG,SEPTICEMIA,DOMICILIO,"70 - 79",M,42
MG,SEPTICEMIA,HOSPITAL,"70 - 79",F,1825
MG,SEPTICEMIA,HOSPITAL,"70 - 79",M,1928
MG,SEPTICEMIA,IGNORADO,"70 - 79",F,36
MG,SEPTICEMIA,IGNORADO,"70 - 79",M,37
MG,SEPTICEMIA,OUTRO,"70 - 79",F,4
MG,SEPTICEMIA,OUTRO,"70 - 79",M,8
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,125
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,136
MG,SEPTICEMIA,POSTO_SAUDE,"70 - 79",F,1
MG,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,2
MG,SRAG,DOMICILIO,"70 - 79",F,9
MG,SRAG,DOMICILIO,"70 - 79",M,7
MG,SRAG,HOSPITAL,"70 - 79",F,53
MG,SRAG,HOSPITAL,"70 - 79",M,83
MG,SRAG,IGNORADO,"70 - 79",F,4
MG,SRAG,IGNORADO,"70 - 79",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,11
MG,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,12
MS,OUTRAS,DOMICILIO,"70 - 79",F,208
MS,OUTRAS,DOMICILIO,"70 - 79",M,336
MS,OUTRAS,HOSPITAL,"70 - 79",F,477
MS,OUTRAS,HOSPITAL,"70 - 79",M,645
MS,OUTRAS,OUTRO,"70 - 79",F,14
MS,OUTRAS,OUTRO,"70 - 79",M,23
MS,OUTRAS,POSTO_SAUDE,"70 - 79",F,9
MS,OUTRAS,POSTO_SAUDE,"70 - 79",M,6
MS,OUTRAS,VIA_PUBLICA,"70 - 79",F,8
MS,OUTRAS,VIA_PUBLICA,"70 - 79",M,14
MS,COVID,DOMICILIO,"70 - 79",F,3
MS,COVID,DOMICILIO,"70 - 79",M,4
MS,COVID,HOSPITAL,"70 - 79",F,264
MS,COVID,HOSPITAL,"70 - 79",M,348
MS,COVID,OUTRO,"70 - 79",F,4
MS,COVID,OUTRO,"70 - 79",M,1
MS,COVID,POSTO_SAUDE,"70 - 79",F,1
MS,COVID,POSTO_SAUDE,"70 - 79",M,1
MS,INDETERMINADA,DOMICILIO,"70 - 79",F,4
MS,INDETERMINADA,DOMICILIO,"70 - 79",M,6
MS,INDETERMINADA,HOSPITAL,"70 - 79",F,3
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,20
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,42
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,109
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,115
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,2
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",M,2
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
MS,PNEUMONIA,DOMICILIO,"70 - 79",F,15
MS,PNEUMONIA,DOMICILIO,"70 - 79",M,23
MS,PNEUMONIA,HOSPITAL,"70 - 79",F,289
MS,PNEUMONIA,HOSPITAL,"70 - 79",M,412
MS,PNEUMONIA,OUTRO,"70 - 79",F,1
MS,PNEUMONIA,OUTRO,"70 - 79",M,1
MS,SEPTICEMIA,DOMICILIO,"70 - 79",F,4
MS,SEPTICEMIA,DOMICILIO,"70 - 79",M,6
MS,SEPTICEMIA,HOSPITAL,"70 - 79",F,207
MS,SEPTICEMIA,HOSPITAL,"70 - 79",M,205
MS,SEPTICEMIA,OUTRO,"70 - 79",F,1
MS,SEPTICEMIA,OUTRO,"70 - 79",M,1
MS,SEPTICEMIA,POSTO_SAUDE,"70 - 79",F,2
MS,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
MS,SRAG,HOSPITAL,"70 - 79",F,4
MS,SRAG,HOSPITAL,"70 - 79",M,18
MT,OUTRAS,AMBULANCIA,"70 - 79",F,1
MT,OUTRAS,DOMICILIO,"70 - 79",F,124
MT,OUTRAS,DOMICILIO,"70 - 79",M,186
MT,OUTRAS,HOSPITAL,"70 - 79",F,219
MT,OUTRAS,HOSPITAL,"70 - 79",M,335
MT,OUTRAS,IGNORADO,"70 - 79",F,458
MT,OUTRAS,IGNORADO,"70 - 79",M,775
MT,OUTRAS,OUTRO,"70 - 79",F,17
MT,OUTRAS,OUTRO,"70 - 79",M,32
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,10
MT,OUTRAS,POSTO_SAUDE,"70 - 79",F,1
MT,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
MT,OUTRAS,VIA_PUBLICA,"70 - 79",M,17
MT,COVID,DOMICILIO,"70 - 79",F,4
MT,COVID,DOMICILIO,"70 - 79",M,3
MT,COVID,HOSPITAL,"70 - 79",F,166
MT,COVID,HOSPITAL,"70 - 79",M,255
MT,COVID,IGNORADO,"70 - 79",F,164
MT,COVID,IGNORADO,"70 - 79",M,178
MT,COVID,OUTRO,"70 - 79",F,4
MT,COVID,OUTRO,"70 - 79",M,5
MT,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
MT,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
MT,COVID,VIA_PUBLICA,"70 - 79",M,1
MT,INDETERMINADA,DOMICILIO,"70 - 79",F,1
MT,INDETERMINADA,DOMICILIO,"70 - 79",M,7
MT,INDETERMINADA,HOSPITAL,"70 - 79",F,1
MT,INDETERMINADA,HOSPITAL,"70 - 79",M,1
MT,INDETERMINADA,IGNORADO,"70 - 79",M,4
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,4
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,8
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,59
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,52
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,23
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,35
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,4
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
MT,PNEUMONIA,DOMICILIO,"70 - 79",F,2
MT,PNEUMONIA,DOMICILIO,"70 - 79",M,5
MT,PNEUMONIA,HOSPITAL,"70 - 79",F,75
MT,PNEUMONIA,HOSPITAL,"70 - 79",M,144
MT,PNEUMONIA,IGNORADO,"70 - 79",F,37
MT,PNEUMONIA,IGNORADO,"70 - 79",M,56
MT,PNEUMONIA,OUTRO,"70 - 79",F,1
MT,PNEUMONIA,OUTRO,"70 - 79",M,4
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
MT,PNEUMONIA,POSTO_SAUDE,"70 - 79",F,1
MT,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
MT,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
MT,SEPTICEMIA,HOSPITAL,"70 - 79",F,72
MT,SEPTICEMIA,HOSPITAL,"70 - 79",I,1
MT,SEPTICEMIA,HOSPITAL,"70 - 79",M,94
MT,SEPTICEMIA,IGNORADO,"70 - 79",F,36
MT,SEPTICEMIA,IGNORADO,"70 - 79",M,49
MT,SEPTICEMIA,OUTRO,"70 - 79",M,3
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
MT,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
MT,SRAG,HOSPITAL,"70 - 79",F,3
MT,SRAG,HOSPITAL,"70 - 79",M,7
MT,SRAG,IGNORADO,"70 - 79",F,2
MT,SRAG,IGNORADO,"70 - 79",M,3
PA,OUTRAS,DOMICILIO,"70 - 79",F,421
PA,OUTRAS,DOMICILIO,"70 - 79",I,1
PA,OUTRAS,DOMICILIO,"70 - 79",M,787
PA,OUTRAS,HOSPITAL,"70 - 79",F,479
PA,OUTRAS,HOSPITAL,"70 - 79",I,1
PA,OUTRAS,HOSPITAL,"70 - 79",M,747
PA,OUTRAS,IGNORADO,"70 - 79",F,9
PA,OUTRAS,IGNORADO,"70 - 79",M,17
PA,OUTRAS,OUTRO,"70 - 79",F,41
PA,OUTRAS,OUTRO,"70 - 79",M,98
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,57
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,84
PA,OUTRAS,VIA_PUBLICA,"70 - 79",F,9
PA,OUTRAS,VIA_PUBLICA,"70 - 79",M,29
PA,COVID,DOMICILIO,"70 - 79",F,18
PA,COVID,DOMICILIO,"70 - 79",M,27
PA,COVID,HOSPITAL,"70 - 79",F,482
PA,COVID,HOSPITAL,"70 - 79",I,1
PA,COVID,HOSPITAL,"70 - 79",M,866
PA,COVID,OUTRO,"70 - 79",F,5
PA,COVID,OUTRO,"70 - 79",M,15
PA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,20
PA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,53
PA,COVID,VIA_PUBLICA,"70 - 79",F,4
PA,COVID,VIA_PUBLICA,"70 - 79",M,3
PA,INDETERMINADA,DOMICILIO,"70 - 79",F,8
PA,INDETERMINADA,DOMICILIO,"70 - 79",M,13
PA,INDETERMINADA,HOSPITAL,"70 - 79",F,2
PA,INDETERMINADA,HOSPITAL,"70 - 79",M,5
PA,INDETERMINADA,OUTRO,"70 - 79",F,1
PA,INDETERMINADA,OUTRO,"70 - 79",M,1
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PA,INDETERMINADA,VIA_PUBLICA,"70 - 79",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,37
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,62
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,190
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,266
