uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MT,COVID,HOSPITAL,"50 - 59",M,2
MT,COVID,IGNORADO,"50 - 59",F,2
MT,COVID,IGNORADO,"50 - 59",M,1
MT,INDETERMINADA,IGNORADO,"50 - 59",M,1
MT,PNEUMONIA,HOSPITAL,"50 - 59",M,1
MT,PNEUMONIA,IGNORADO,"50 - 59",M,1
MT,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
MT,SEPTICEMIA,IGNORADO,"50 - 59",F,1
MT,SRAG,HOSPITAL,"50 - 59",F,1
PA,OUTRAS,DOMICILIO,"50 - 59",M,1
PA,OUTRAS,HOSPITAL,"50 - 59",F,1
PA,OUTRAS,HOSPITAL,"50 - 59",M,3
PA,COVID,HOSPITAL,"50 - 59",F,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
PA,PNEUMONIA,HOSPITAL,"50 - 59",M,1
PA,SEPTICEMIA,HOSPITAL,"50 - 59",F,1
PB,OUTRAS,DOMICILIO,"50 - 59",F,2
PB,OUTRAS,DOMICILIO,"50 - 59",M,4
PB,OUTRAS,HOSPITAL,"50 - 59",M,5
PB,OUTRAS,OUTRO,"50 - 59",F,1
PB,COVID,HOSPITAL,"50 - 59",F,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
PB,PNEUMONIA,HOSPITAL,"50 - 59",M,3
PB,SEPTICEMIA,HOSPITAL,"50 - 59",F,1
PB,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
PB,SRAG,HOSPITAL,"50 - 59",F,1
PE,OUTRAS,DOMICILIO,"50 - 59",F,4
PE,OUTRAS,DOMICILIO,"50 - 59",M,10
PE,OUTRAS,HOSPITAL,"50 - 59",F,6
PE,OUTRAS,HOSPITAL,"50 - 59",M,15
PE,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
PE,COVID,HOSPITAL,"50 - 59",F,6
PE,COVID,HOSPITAL,"50 - 59",M,7
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,2
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
PE,PNEUMONIA,DOMICILIO,"50 - 59",F,1
PE,PNEUMONIA,HOSPITAL,"50 - 59",F,2
PE,SEPTICEMIA,HOSPITAL,"50 - 59",F,5
PE,SEPTICEMIA,HOSPITAL,"50 - 59",M,3
PE,SRAG,HOSPITAL,"50 - 59",F,2
PE,SRAG,HOSPITAL,"50 - 59",M,3
PI,OUTRAS,DOMICILIO,"50 - 59",F,2
PI,OUTRAS,DOMICILIO,"50 - 59",M,1
PI,OUTRAS,HOSPITAL,"50 - 59",F,1
PI,OUTRAS,HOSPITAL,"50 - 59",M,2
PR,OUTRAS,DOMICILIO,"50 - 59",F,8
PR,OUTRAS,DOMICILIO,"50 - 59",M,15
PR,OUTRAS,HOSPITAL,"50 - 59",F,11
PR,OUTRAS,HOSPITAL,"50 - 59",M,28
PR,OUTRAS,OUTRO,"50 - 59",M,1
PR,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
PR,COVID,DOMICILIO,"50 - 59",M,1
PR,COVID,HOSPITAL,"50 - 59",F,9
PR,COVID,HOSPITAL,"50 - 59",M,18
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
PR,PNEUMONIA,DOMICILIO,"50 - 59",F,1
PR,PNEUMONIA,HOSPITAL,"50 - 59",F,3
PR,PNEUMONIA,HOSPITAL,"50 - 59",M,4
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PR,SEPTICEMIA,HOSPITAL,"50 - 59",F,5
PR,SEPTICEMIA,HOSPITAL,"50 - 59",M,5
PR,SRAG,HOSPITAL,"50 - 59",M,1
RJ,OUTRAS,DOMICILIO,"50 - 59",F,11
RJ,OUTRAS,DOMICILIO,"50 - 59",M,10
RJ,OUTRAS,HOSPITAL,"50 - 59",F,26
RJ,OUTRAS,HOSPITAL,"50 - 59",M,43
RJ,OUTRAS,OUTRO,"50 - 59",M,1
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,16
RJ,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
RJ,COVID,HOSPITAL,"50 - 59",F,31
RJ,COVID,HOSPITAL,"50 - 59",M,37
RJ,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
RJ,INDETERMINADA,DOMICILIO,"50 - 59",F,2
RJ,INDETERMINADA,DOMICILIO,"50 - 59",M,1
RJ,INDETERMINADA,HOSPITAL,"50 - 59",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,5
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,6
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RJ,PNEUMONIA,DOMICILIO,"50 - 59",M,1
RJ,PNEUMONIA,HOSPITAL,"50 - 59",F,4
RJ,PNEUMONIA,HOSPITAL,"50 - 59",M,12
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",F,14
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",M,7
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RJ,SRAG,HOSPITAL,"50 - 59",F,1
RJ,SRAG,HOSPITAL,"50 - 59",M,2
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RN,OUTRAS,DOMICILIO,"50 - 59",F,2
RN,OUTRAS,DOMICILIO,"50 - 59",M,2
RN,OUTRAS,HOSPITAL,"50 - 59",F,1
RN,OUTRAS,HOSPITAL,"50 - 59",M,4
RN,COVID,HOSPITAL,"50 - 59",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
RN,PNEUMONIA,HOSPITAL,"50 - 59",M,1
RN,SEPTICEMIA,HOSPITAL,"50 - 59",F,1
RN,SEPTICEMIA,HOSPITAL,"50 - 59",M,2
RO,OUTRAS,DOMICILIO,"50 - 59",M,1
RO,OUTRAS,HOSPITAL,"50 - 59",F,1
RO,OUTRAS,HOSPITAL,"50 - 59",M,2
RO,COVID,HOSPITAL,"50 - 59",F,2
RO,COVID,HOSPITAL,"50 - 59",M,1
RO,PNEUMONIA,HOSPITAL,"50 - 59",M,1
RO,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
RR,PNEUMONIA,HOSPITAL,"50 - 59",M,1
RS,OUTRAS,DOMICILIO,"50 - 59",F,4
RS,OUTRAS,DOMICILIO,"50 - 59",M,9
RS,OUTRAS,HOSPITAL,"50 - 59",F,17
RS,OUTRAS,HOSPITAL,"50 - 59",M,19
RS,OUTRAS,IGNORADO,"50 - 59",F,1
RS,OUTRAS,IGNORADO,"50 - 59",M,1
RS,OUTRAS,OUTRO,"50 - 59",F,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
RS,OUTRAS,VIA_PUBLICA,"50 - 59",M,4
RS,COVID,HOSPITAL,"50 - 59",F,15
RS,COVID,HOSPITAL,"50 - 59",M,11
RS,INDETERMINADA,DOMICILIO,"50 - 59",F,1
RS,INDETERMINADA,HOSPITAL,"50 - 59",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,5
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RS,PNEUMONIA,HOSPITAL,"50 - 59",F,3
RS,PNEUMONIA,HOSPITAL,"50 - 59",M,12
RS,SEPTICEMIA,HOSPITAL,"50 - 59",F,8
RS,SEPTICEMIA,HOSPITAL,"50 - 59",M,8
RS,SEPTICEMIA,IGNORADO,"50 - 59",M,1
RS,SRAG,HOSPITAL,"50 - 59",F,1
SC,OUTRAS,DOMICILIO,"50 - 59",F,3
SC,OUTRAS,DOMICILIO,"50 - 59",M,8
SC,OUTRAS,HOSPITAL,"50 - 59",F,6
SC,OUTRAS,HOSPITAL,"50 - 59",M,8
SC,OUTRAS,OUTRO,"50 - 59",M,2
SC,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
SC,COVID,HOSPITAL,"50 - 59",F,2
SC,COVID,HOSPITAL,"50 - 59",M,17
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SC,PNEUMONIA,DOMICILIO,"50 - 59",M,1
SC,PNEUMONIA,HOSPITAL,"50 - 59",F,1
SC,PNEUMONIA,HOSPITAL,"50 - 59",M,1
SC,SEPTICEMIA,DOMICILIO,"50 - 59",F,1
SC,SEPTICEMIA,HOSPITAL,"50 - 59",F,3
SC,SEPTICEMIA,HOSPITAL,"50 - 59",M,3
SE,OUTRAS,DOMICILIO,"50 - 59",F,1
SE,OUTRAS,HOSPITAL,"50 - 59",F,1
SE,OUTRAS,HOSPITAL,"50 - 59",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SE,COVID,HOSPITAL,"50 - 59",F,2
SE,PNEUMONIA,HOSPITAL,"50 - 59",F,1
SE,PNEUMONIA,HOSPITAL,"50 - 59",M,1
SE,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
SP,OUTRAS,DOMICILIO,"50 - 59",F,8
SP,OUTRAS,DOMICILIO,"50 - 59",M,36
SP,OUTRAS,HOSPITAL,"50 - 59",F,36
SP,OUTRAS,HOSPITAL,"50 - 59",M,55
SP,OUTRAS,OUTRO,"50 - 59",M,6
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
SP,OUTRAS,VIA_PUBLICA,"50 - 59",M,3
SP,COVID,HOSPITAL,"50 - 59",F,24
SP,COVID,HOSPITAL,"50 - 59",M,32
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SP,INDETERMINADA,DOMICILIO,"50 - 59",M,1
SP,INDETERMINADA,HOSPITAL,"50 - 59",F,1
SP,INDETERMINADA,HOSPITAL,"50 - 59",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,2
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,12
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,12
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SP,PNEUMONIA,HOSPITAL,"50 - 59",F,5
SP,PNEUMONIA,HOSPITAL,"50 - 59",M,17
SP,SEPTICEMIA,HOSPITAL,"50 - 59",F,13
SP,SEPTICEMIA,HOSPITAL,"50 - 59",M,17
SP,SRAG,HOSPITAL,"50 - 59",F,2
TO,OUTRAS,HOSPITAL,"50 - 59",F,1
TO,OUTRAS,HOSPITAL,"50 - 59",M,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
TO,COVID,HOSPITAL,"50 - 59",F,1
TO,SEPTICEMIA,HOSPITAL,"50 - 59",F,2
AC,COVID,HOSPITAL,"60 - 69",M,3
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
AC,SEPTICEMIA,HOSPITAL,"60 - 69",M,2
AL,OUTRAS,DOMICILIO,"60 - 69",F,1
AL,OUTRAS,DOMICILIO,"60 - 69",M,4
AL,OUTRAS,HOSPITAL,"60 - 69",F,5
AL,OUTRAS,HOSPITAL,"60 - 69",M,8
AL,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
AL,COVID,HOSPITAL,"60 - 69",F,5
AL,COVID,HOSPITAL,"60 - 69",M,5
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
AL,PNEUMONIA,HOSPITAL,"60 - 69",F,2
AL,PNEUMONIA,HOSPITAL,"60 - 69",M,2
AL,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
AL,SEPTICEMIA,HOSPITAL,"60 - 69",F,1
AL,SEPTICEMIA,HOSPITAL,"60 - 69",M,1
AL,SRAG,HOSPITAL,"60 - 69",M,1
AM,OUTRAS,DOMICILIO,"60 - 69",F,6
AM,OUTRAS,DOMICILIO,"60 - 69",M,5
AM,OUTRAS,HOSPITAL,"60 - 69",F,5
AM,OUTRAS,HOSPITAL,"60 - 69",M,3
AM,OUTRAS,VIA_PUBLICA,"60 - 69",M,2
AM,COVID,DOMICILIO,"60 - 69",M,1
AM,COVID,HOSPITAL,"60 - 69",F,13
AM,COVID,HOSPITAL,"60 - 69",M,13
AM,PNEUMONIA,HOSPITAL,"60 - 69",F,5
AM,PNEUMONIA,HOSPITAL,"60 - 69",M,2
AM,SEPTICEMIA,HOSPITAL,"60 - 69",F,1
AM,SEPTICEMIA,HOSPITAL,"60 - 69",M,4
AM,SRAG,DOMICILIO,"60 - 69",M,1
AM,SRAG,HOSPITAL,"60 - 69",F,2
AM,SRAG,HOSPITAL,"60 - 69",M,1
AM,SRAG,OUTRO,"60 - 69",M,1
AP,COVID,HOSPITAL,"60 - 69",F,1
AP,COVID,HOSPITAL,"60 - 69",M,1
BA,OUTRAS,DOMICILIO,"60 - 69",F,8
BA,OUTRAS,DOMICILIO,"60 - 69",M,11
BA,OUTRAS,HOSPITAL,"60 - 69",F,10
BA,OUTRAS,HOSPITAL,"60 - 69",M,22
BA,OUTRAS,OUTRO,"60 - 69",F,1
BA,OUTRAS,OUTRO,"60 - 69",M,3
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
BA,COVID,HOSPITAL,"60 - 69",F,11
BA,COVID,HOSPITAL,"60 - 69",M,11
BA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,2
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,2
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,4
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
BA,PNEUMONIA,HOSPITAL,"60 - 69",F,3
BA,PNEUMONIA,HOSPITAL,"60 - 69",M,3
BA,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
BA,SEPTICEMIA,HOSPITAL,"60 - 69",F,5
BA,SEPTICEMIA,HOSPITAL,"60 - 69",M,7
BA,SRAG,HOSPITAL,"60 - 69",M,1
CE,OUTRAS,DOMICILIO,"60 - 69",F,1
CE,OUTRAS,DOMICILIO,"60 - 69",M,4
CE,OUTRAS,HOSPITAL,"60 - 69",F,4
CE,OUTRAS,HOSPITAL,"60 - 69",M,4
CE,OUTRAS,IGNORADO,"60 - 69",F,2
CE,COVID,HOSPITAL,"60 - 69",F,1
CE,COVID,HOSPITAL,"60 - 69",M,2
CE,COVID,IGNORADO,"60 - 69",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
CE,PNEUMONIA,DOMICILIO,"60 - 69",M,1
CE,PNEUMONIA,HOSPITAL,"60 - 69",F,2
CE,PNEUMONIA,HOSPITAL,"60 - 69",M,2
CE,PNEUMONIA,IGNORADO,"60 - 69",F,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
CE,SEPTICEMIA,HOSPITAL,"60 - 69",F,4
CE,SEPTICEMIA,HOSPITAL,"60 - 69",M,3
DF,OUTRAS,DOMICILIO,"60 - 69",F,4
DF,OUTRAS,DOMICILIO,"60 - 69",M,2
DF,OUTRAS,HOSPITAL,"60 - 69",F,12
DF,OUTRAS,HOSPITAL,"60 - 69",M,6
DF,OUTRAS,IGNORADO,"60 - 69",F,1
DF,OUTRAS,OUTRO,"60 - 69",F,1
DF,COVID,HOSPITAL,"60 - 69",F,9
DF,COVID,HOSPITAL,"60 - 69",M,4
DF,INDETERMINADA,HOSPITAL,"60 - 69",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
DF,PNEUMONIA,HOSPITAL,"60 - 69",M,3
DF,SEPTICEMIA,HOSPITAL,"60 - 69",F,5
DF,SEPTICEMIA,HOSPITAL,"60 - 69",M,3
ES,OUTRAS,DOMICILIO,"60 - 69",F,2
ES,OUTRAS,DOMICILIO,"60 - 69",M,5
ES,OUTRAS,HOSPITAL,"60 - 69",F,5
ES,OUTRAS,HOSPITAL,"60 - 69",M,17
ES,OUTRAS,OUTRO,"60 - 69",M,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
ES,OUTRAS,VIA_PUBLICA,"60 - 69",M,2
ES,COVID,HOSPITAL,"60 - 69",F,7
ES,COVID,HOSPITAL,"60 - 69",M,16
ES,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
ES,PNEUMONIA,HOSPITAL,"60 - 69",F,3
ES,PNEUMONIA,HOSPITAL,"60 - 69",M,3
ES,SEPTICEMIA,HOSPITAL,"60 - 69",F,1
ES,SEPTICEMIA,HOSPITAL,"60 - 69",M,5
GO,OUTRAS,DOMICILIO,"60 - 69",F,1
GO,OUTRAS,DOMICILIO,"60 - 69",M,5
GO,OUTRAS,HOSPITAL,"60 - 69",F,3
GO,OUTRAS,HOSPITAL,"60 - 69",M,9
GO,OUTRAS,IGNORADO,"60 - 69",M,1
GO,OUTRAS,OUTRO,"60 - 69",F,1
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
GO,COVID,HOSPITAL,"60 - 69",F,2
GO,COVID,HOSPITAL,"60 - 69",M,8
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,5
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,2
GO,PNEUMONIA,HOSPITAL,"60 - 69",F,2
GO,PNEUMONIA,HOSPITAL,"60 - 69",M,5
GO,PNEUMONIA,IGNORADO,"60 - 69",M,1
GO,SEPTICEMIA,HOSPITAL,"60 - 69",F,5
GO,SEPTICEMIA,HOSPITAL,"60 - 69",M,7
GO,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MA,OUTRAS,DOMICILIO,"60 - 69",M,1
MA,OUTRAS,HOSPITAL,"60 - 69",F,1
MA,OUTRAS,HOSPITAL,"60 - 69",M,5
MA,COVID,HOSPITAL,"60 - 69",F,1
MA,COVID,HOSPITAL,"60 - 69",M,1
MA,PNEUMONIA,HOSPITAL,"60 - 69",M,2
MA,SEPTICEMIA,HOSPITAL,"60 - 69",M,1
MG,OUTRAS,DOMICILIO,"60 - 69",F,3
MG,OUTRAS,DOMICILIO,"60 - 69",M,4
MG,OUTRAS,HOSPITAL,"60 - 69",F,2
MG,OUTRAS,HOSPITAL,"60 - 69",M,4
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
MG,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
MG,COVID,HOSPITAL,"60 - 69",F,6
MG,COVID,HOSPITAL,"60 - 69",M,4
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MG,INDETERMINADA,DOMICILIO,"60 - 69",F,1
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
MG,PNEUMONIA,HOSPITAL,"60 - 69",F,2
MG,PNEUMONIA,HOSPITAL,"60 - 69",M,3
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
MG,SEPTICEMIA,HOSPITAL,"60 - 69",F,4
MG,SEPTICEMIA,HOSPITAL,"60 - 69",M,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MS,OUTRAS,DOMICILIO,"60 - 69",M,3
MS,OUTRAS,HOSPITAL,"60 - 69",F,3
MS,OUTRAS,HOSPITAL,"60 - 69",M,5
MS,COVID,HOSPITAL,"60 - 69",F,4
MS,COVID,HOSPITAL,"60 - 69",M,8
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
MS,PNEUMONIA,HOSPITAL,"60 - 69",M,2
MS,SEPTICEMIA,HOSPITAL,"60 - 69",F,1
MS,SEPTICEMIA,HOSPITAL,"60 - 69",M,1
MT,OUTRAS,HOSPITAL,"60 - 69",M,2
MT,OUTRAS,IGNORADO,"60 - 69",F,1
MT,OUTRAS,IGNORADO,"60 - 69",M,5
MT,OUTRAS,OUTRO,"60 - 69",M,1
MT,COVID,HOSPITAL,"60 - 69",M,1
MT,COVID,IGNORADO,"60 - 69",M,1
MT,PNEUMONIA,IGNORADO,"60 - 69",M,2
MT,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PA,OUTRAS,DOMICILIO,"60 - 69",M,2
PA,OUTRAS,HOSPITAL,"60 - 69",M,5
PA,OUTRAS,OUTRO,"60 - 69",F,1
PA,COVID,HOSPITAL,"60 - 69",F,1
PA,COVID,HOSPITAL,"60 - 69",M,2
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
PB,OUTRAS,DOMICILIO,"60 - 69",F,1
PB,OUTRAS,DOMICILIO,"60 - 69",M,8
PB,OUTRAS,HOSPITAL,"60 - 69",F,4
PB,OUTRAS,HOSPITAL,"60 - 69",M,6
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PB,COVID,HOSPITAL,"60 - 69",F,2
PB,COVID,HOSPITAL,"60 - 69",M,5
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,OUTRAS,DOMICILIO,"60 - 69",F,9
PE,OUTRAS,DOMICILIO,"60 - 69",M,10
PE,OUTRAS,HOSPITAL,"60 - 69",F,15
PE,OUTRAS,HOSPITAL,"60 - 69",M,22
PE,OUTRAS,IGNORADO,"60 - 69",M,1
PE,OUTRAS,OUTRO,"60 - 69",M,2
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
PE,COVID,HOSPITAL,"60 - 69",F,9
PE,COVID,HOSPITAL,"60 - 69",M,15
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,5
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,2
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,2
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,3
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,6
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,16
PE,SRAG,HOSPITAL,"60 - 69",F,4
PE,SRAG,HOSPITAL,"60 - 69",M,4
PI,COVID,HOSPITAL,"60 - 69",M,1
PR,OUTRAS,DOMICILIO,"60 - 69",F,10
PR,OUTRAS,DOMICILIO,"60 - 69",M,21
PR,OUTRAS,HOSPITAL,"60 - 69",F,25
PR,OUTRAS,HOSPITAL,"60 - 69",M,27
PR,OUTRAS,OUTRO,"60 - 69",M,2
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PR,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
PR,COVID,DOMICILIO,"60 - 69",F,1
PR,COVID,DOMICILIO,"60 - 69",M,3
PR,COVID,HOSPITAL,"60 - 69",F,25
PR,COVID,HOSPITAL,"60 - 69",M,26
PR,COVID,OUTRO,"60 - 69",F,1
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,3
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,4
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,10
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,8
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,7
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,8
PR,SRAG,HOSPITAL,"60 - 69",F,1
RJ,OUTRAS,DOMICILIO,"60 - 69",F,26
RJ,OUTRAS,DOMICILIO,"60 - 69",M,34
RJ,OUTRAS,HOSPITAL,"60 - 69",F,59
RJ,OUTRAS,HOSPITAL,"60 - 69",M,72
RJ,OUTRAS,IGNORADO,"60 - 69",M,1
RJ,OUTRAS,OUTRO,"60 - 69",F,1
RJ,OUTRAS,OUTRO,"60 - 69",M,1
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,25
